cell	count(cell)	drug	count(drug)	count(cell,drug)	ratio(by drug)	ratio(bycell)
NCI-H520	111	PTK2	30	0	0	0
HCC38	137	PTK2	30	0	0	0
MDA-MB-231	140	PTK2	30	0	0	0
NCI-H226	79	PTK2	30	0	0	0
SW620	106	PTK2	30	3	0.1	0.0283018867924528
HCC1500	375	PTK2	30	0	0	0
MDA-MB-468	181	PTK2	30	0	0	0
NCI-H358	91	PTK2	30	0	0	0
HT-29	84	PTK2	30	3	0.1	0.0357142857142857
EVSA-T	35	PTK2	30	0	0	0
647-V	191	PTK2	30	0	0	0
NCI-H747	110	PTK2	30	3	0.1	0.0272727272727273
NCI-H1437	89	PTK2	30	0	0	0
HCC1428	136	PTK2	30	0	0	0
NCI-H1703	118	PTK2	30	0	0	0
HCC1419	262	PTK2	30	0	0	0
NCI-H838	84	PTK2	30	0	0	0
NCI-H2170	77	PTK2	30	0	0	0
HCT-116	63	PTK2	30	2	0.0666666666666667	0.0317460317460317
NCI-H1563	65	PTK2	30	0	0	0
NCI-H1793	91	PTK2	30	0	0	0
MCF7	404	PTK2	30	0	0	0
HCC1395	183	PTK2	30	0	0	0
NCI-H1299	91	PTK2	30	0	0	0
COLO-205	123	PTK2	30	2	0.0666666666666667	0.016260162601626
UM-UC-3	196	PTK2	30	0	0	0
NCI-SNU-16	26	PTK2	30	0	0	0
BT-549	139	PTK2	30	0	0	0
NCI-H522	88	PTK2	30	0	0	0
Calu-6	87	PTK2	30	0	0	0
TCCSUP	193	PTK2	30	0	0	0
RT4	27	PTK2	30	0	0	0
CAL-120	158	PTK2	30	0	0	0
DU-4475	125	PTK2	30	0	0	0
HCC1954	50	PTK2	30	0	0	0
NCI-H2085	90	PTK2	30	0	0	0
HCC1937	139	PTK2	30	0	0	0
LS-513	123	PTK2	30	3	0.1	0.024390243902439
HCC1569	52	PTK2	30	0	0	0
NCI-H1975	91	PTK2	30	0	0	0
MFM-223	138	PTK2	30	0	0	0
Calu-3	57	PTK2	30	0	0	0
BFTC-905	186	PTK2	30	0	0	0
J82	195	PTK2	30	0	0	0
C32	76	PTK2	30	3	0.1	0.0394736842105263
T47D	365	PTK2	30	0	0	0
NCI-H2228	85	PTK2	30	0	0	0
A549	87	PTK2	30	0	0	0
BT-474	435	PTK2	30	0	0	0
NCI-H3122	70	PTK2	30	0	0	0
MDA-MB-157	190	PTK2	30	0	0	0
SW900	87	PTK2	30	0	0	0
UACC-812	340	PTK2	30	0	0	0
KU-19-19	68	PTK2	30	0	0	0
BT-20	192	PTK2	30	0	0	0
MDA-MB-436	187	PTK2	30	0	0	0
RKO	63	PTK2	30	2	0.0666666666666667	0.0317460317460317
M14	129	PTK2	30	0	0	0
T-24	188	PTK2	30	0	0	0
NCI-H2291	89	PTK2	30	0	0	0
SW837	104	PTK2	30	3	0.1	0.0288461538461538
MDA-MB-415	52	PTK2	30	0	0	0
VCaP	29	PTK2	30	0	0	0
MDA-MB-453	188	PTK2	30	0	0	0
HCC1143	136	PTK2	30	0	0	0
HCC70	180	PTK2	30	0	0	0
CAL-51	140	PTK2	30	0	0	0
22RV1	26	PTK2	30	0	0	0
HCC1806	140	PTK2	30	0	0	0
HT-1197	168	PTK2	30	0	0	0
KATOIII	27	CSNK2A1	183	0	0	0
Hs-578-T	127	CSNK2A1	183	0	0	0
CAMA-1	427	CSNK2A1	183	0	0	0
MDA-MB-361	451	CSNK2A1	183	0	0	0
NCI-H23	85	CSNK2A1	183	0	0	0
SW780	181	CSNK2A1	183	0	0	0
SW48	124	CSNK2A1	183	22	0.120218579234973	0.17741935483871
MDA-MB-175-VII	88	CSNK2A1	183	0	0	0
HT-1376	170	CSNK2A1	183	0	0	0
CAL-148	138	CSNK2A1	183	0	0	0
KMS-11	19	CSNK2A1	183	0	0	0
VM-CUB-1	128	CSNK2A1	183	0	0	0
DMS-114	110	CSNK2A1	183	0	0	0
SW948	95	CSNK2A1	183	18	0.0983606557377049	0.189473684210526
HCC1187	189	CSNK2A1	183	0	0	0
NCI-H520	111	CSNK2A1	183	0	0	0
HCC38	137	CSNK2A1	183	0	0	0
MDA-MB-231	140	CSNK2A1	183	0	0	0
NCI-H226	79	CSNK2A1	183	0	0	0
SW620	106	CSNK2A1	183	22	0.120218579234973	0.207547169811321
HCC1500	375	CSNK2A1	183	0	0	0
MDA-MB-468	181	CSNK2A1	183	0	0	0
NCI-H358	91	CSNK2A1	183	0	0	0
HT-29	84	CSNK2A1	183	21	0.114754098360656	0.25
EVSA-T	35	CSNK2A1	183	0	0	0
647-V	191	CSNK2A1	183	0	0	0
NCI-H747	110	CSNK2A1	183	17	0.092896174863388	0.154545454545455
NCI-H1437	89	CSNK2A1	183	0	0	0
HCC1428	136	CSNK2A1	183	0	0	0
NCI-H1703	118	CSNK2A1	183	0	0	0
HCC1419	262	CSNK2A1	183	0	0	0
NCI-H838	84	CSNK2A1	183	0	0	0
NCI-H2170	77	CSNK2A1	183	0	0	0
HCT-116	63	CSNK2A1	183	0	0	0
NCI-H1563	65	CSNK2A1	183	0	0	0
NCI-H1793	91	CSNK2A1	183	0	0	0
MCF7	404	CSNK2A1	183	0	0	0
HCC1395	183	CSNK2A1	183	0	0	0
NCI-H1299	91	CSNK2A1	183	0	0	0
COLO-205	123	CSNK2A1	183	19	0.103825136612022	0.154471544715447
UM-UC-3	196	CSNK2A1	183	0	0	0
NCI-SNU-16	26	CSNK2A1	183	0	0	0
BT-549	139	CSNK2A1	183	0	0	0
NCI-H522	88	CSNK2A1	183	0	0	0
Calu-6	87	CSNK2A1	183	0	0	0
TCCSUP	193	CSNK2A1	183	0	0	0
RT4	27	CSNK2A1	183	0	0	0
CAL-120	158	CSNK2A1	183	0	0	0
DU-4475	125	CSNK2A1	183	0	0	0
HCC1954	50	CSNK2A1	183	0	0	0
NCI-H2085	90	CSNK2A1	183	0	0	0
HCC1937	139	CSNK2A1	183	0	0	0
LS-513	123	CSNK2A1	183	22	0.120218579234973	0.178861788617886
HCC1569	52	CSNK2A1	183	0	0	0
NCI-H1975	91	CSNK2A1	183	0	0	0
MFM-223	138	CSNK2A1	183	0	0	0
Calu-3	57	CSNK2A1	183	0	0	0
BFTC-905	186	CSNK2A1	183	0	0	0
J82	195	CSNK2A1	183	0	0	0
C32	76	CSNK2A1	183	22	0.120218579234973	0.289473684210526
T47D	365	CSNK2A1	183	0	0	0
NCI-H2228	85	CSNK2A1	183	0	0	0
A549	87	CSNK2A1	183	0	0	0
BT-474	435	CSNK2A1	183	0	0	0
NCI-H3122	70	CSNK2A1	183	0	0	0
MDA-MB-157	190	CSNK2A1	183	0	0	0
SW900	87	CSNK2A1	183	0	0	0
UACC-812	340	CSNK2A1	183	0	0	0
KU-19-19	68	CSNK2A1	183	0	0	0
BT-20	192	CSNK2A1	183	0	0	0
MDA-MB-436	187	CSNK2A1	183	0	0	0
RKO	63	CSNK2A1	183	4	0.0218579234972678	0.0634920634920635
M14	129	CSNK2A1	183	0	0	0
T-24	188	CSNK2A1	183	0	0	0
NCI-H2291	89	CSNK2A1	183	0	0	0
SW837	104	CSNK2A1	183	16	0.087431693989071	0.153846153846154
MDA-MB-415	52	CSNK2A1	183	0	0	0
VCaP	29	CSNK2A1	183	0	0	0
MDA-MB-453	188	CSNK2A1	183	0	0	0
HCC1143	136	CSNK2A1	183	0	0	0
HCC70	180	CSNK2A1	183	0	0	0
CAL-51	140	CSNK2A1	183	0	0	0
22RV1	26	CSNK2A1	183	0	0	0
HCC1806	140	CSNK2A1	183	0	0	0
HT-1197	168	CSNK2A1	183	0	0	0
KATOIII	27	ESR1_2	74	0	0	0
Hs-578-T	127	ESR1_2	74	0	0	0
CAMA-1	427	ESR1_2	74	7	0.0945945945945946	0.0163934426229508
MDA-MB-361	451	ESR1_2	74	11	0.148648648648649	0.024390243902439
NCI-H23	85	ESR1_2	74	0	0	0
SW780	181	ESR1_2	74	0	0	0
SW48	124	ESR1_2	74	0	0	0
MDA-MB-175-VII	88	ESR1_2	74	1	0.0135135135135135	0.0113636363636364
HT-1376	170	ESR1_2	74	0	0	0
CAL-148	138	ESR1_2	74	0	0	0
KMS-11	19	ESR1_2	74	0	0	0
VM-CUB-1	128	ESR1_2	74	0	0	0
DMS-114	110	ESR1_2	74	0	0	0
SW948	95	ESR1_2	74	0	0	0
HCC1187	189	ESR1_2	74	0	0	0
NCI-H520	111	ESR1_2	74	0	0	0
HCC38	137	ESR1_2	74	0	0	0
MDA-MB-231	140	ESR1_2	74	0	0	0
NCI-H226	79	ESR1_2	74	0	0	0
SW620	106	ESR1_2	74	0	0	0
HCC1500	375	ESR1_2	74	11	0.148648648648649	0.0293333333333333
MDA-MB-468	181	ESR1_2	74	0	0	0
NCI-H358	91	ESR1_2	74	0	0	0
HT-29	84	ESR1_2	74	0	0	0
EVSA-T	35	ESR1_2	74	0	0	0
647-V	191	ESR1_2	74	0	0	0
NCI-H747	110	ESR1_2	74	0	0	0
NCI-H1437	89	ESR1_2	74	0	0	0
HCC1428	136	ESR1_2	74	0	0	0
NCI-H1703	118	ESR1_2	74	0	0	0
HCC1419	262	ESR1_2	74	6	0.0810810810810811	0.0229007633587786
NCI-H838	84	ESR1_2	74	0	0	0
NCI-H2170	77	ESR1_2	74	0	0	0
HCT-116	63	ESR1_2	74	0	0	0
NCI-H1563	65	ESR1_2	74	0	0	0
NCI-H1793	91	ESR1_2	74	0	0	0
MCF7	404	ESR1_2	74	10	0.135135135135135	0.0247524752475248
HCC1395	183	ESR1_2	74	0	0	0
NCI-H1299	91	ESR1_2	74	0	0	0
COLO-205	123	ESR1_2	74	0	0	0
UM-UC-3	196	ESR1_2	74	0	0	0
NCI-SNU-16	26	ESR1_2	74	0	0	0
BT-549	139	ESR1_2	74	0	0	0
NCI-H522	88	ESR1_2	74	0	0	0
Calu-6	87	ESR1_2	74	0	0	0
TCCSUP	193	ESR1_2	74	0	0	0
RT4	27	ESR1_2	74	0	0	0
CAL-120	158	ESR1_2	74	0	0	0
DU-4475	125	ESR1_2	74	0	0	0
HCC1954	50	ESR1_2	74	0	0	0
NCI-H2085	90	ESR1_2	74	0	0	0
HCC1937	139	ESR1_2	74	0	0	0
LS-513	123	ESR1_2	74	0	0	0
HCC1569	52	ESR1_2	74	0	0	0
NCI-H1975	91	ESR1_2	74	0	0	0
MFM-223	138	ESR1_2	74	0	0	0
Calu-3	57	ESR1_2	74	0	0	0
BFTC-905	186	ESR1_2	74	0	0	0
J82	195	ESR1_2	74	0	0	0
C32	76	ESR1_2	74	0	0	0
T47D	365	ESR1_2	74	9	0.121621621621622	0.0246575342465753
NCI-H2228	85	ESR1_2	74	0	0	0
A549	87	ESR1_2	74	0	0	0
BT-474	435	ESR1_2	74	11	0.148648648648649	0.0252873563218391
NCI-H3122	70	ESR1_2	74	0	0	0
MDA-MB-157	190	ESR1_2	74	0	0	0
SW900	87	ESR1_2	74	0	0	0
UACC-812	340	ESR1_2	74	8	0.108108108108108	0.0235294117647059
KU-19-19	68	ESR1_2	74	0	0	0
BT-20	192	ESR1_2	74	0	0	0
MDA-MB-436	187	ESR1_2	74	0	0	0
RKO	63	ESR1_2	74	0	0	0
M14	129	ESR1_2	74	0	0	0
T-24	188	ESR1_2	74	0	0	0
NCI-H2291	89	ESR1_2	74	0	0	0
SW837	104	ESR1_2	74	0	0	0
MDA-MB-415	52	ESR1_2	74	0	0	0
VCaP	29	ESR1_2	74	0	0	0
MDA-MB-453	188	ESR1_2	74	0	0	0
HCC1143	136	ESR1_2	74	0	0	0
HCC70	180	ESR1_2	74	0	0	0
CAL-51	140	ESR1_2	74	0	0	0
22RV1	26	ESR1_2	74	0	0	0
HCC1806	140	ESR1_2	74	0	0	0
HT-1197	168	ESR1_2	74	0	0	0
KATOIII	27	MTOR	28	0	0	0
Hs-578-T	127	MTOR	28	0	0	0
CAMA-1	427	MTOR	28	0	0	0
MDA-MB-361	451	MTOR	28	0	0	0
NCI-H23	85	MTOR	28	0	0	0
SW780	181	MTOR	28	0	0	0
SW48	124	MTOR	28	3	0.107142857142857	0.0241935483870968
MDA-MB-175-VII	88	MTOR	28	0	0	0
HT-1376	170	MTOR	28	0	0	0
CAL-148	138	MTOR	28	0	0	0
KMS-11	19	MTOR	28	0	0	0
VM-CUB-1	128	MTOR	28	0	0	0
DMS-114	110	MTOR	28	0	0	0
SW948	95	MTOR	28	3	0.107142857142857	0.0315789473684211
HCC1187	189	MTOR	28	0	0	0
NCI-H520	111	MTOR	28	0	0	0
HCC38	137	MTOR	28	0	0	0
MDA-MB-231	140	MTOR	28	0	0	0
NCI-H226	79	MTOR	28	0	0	0
SW620	106	MTOR	28	3	0.107142857142857	0.0283018867924528
HCC1500	375	MTOR	28	0	0	0
MDA-MB-468	181	MTOR	28	0	0	0
NCI-H358	91	MTOR	28	0	0	0
HT-29	84	MTOR	28	1	0.0357142857142857	0.0119047619047619
EVSA-T	35	MTOR	28	0	0	0
647-V	191	MTOR	28	0	0	0
NCI-H747	110	MTOR	28	3	0.107142857142857	0.0272727272727273
NCI-H1437	89	MTOR	28	0	0	0
HCC1428	136	MTOR	28	0	0	0
NCI-H1703	118	MTOR	28	0	0	0
HCC1419	262	MTOR	28	0	0	0
NCI-H838	84	MTOR	28	0	0	0
NCI-H2170	77	MTOR	28	0	0	0
HCT-116	63	MTOR	28	2	0.0714285714285714	0.0317460317460317
NCI-H1563	65	MTOR	28	0	0	0
NCI-H1793	91	MTOR	28	0	0	0
MCF7	404	MTOR	28	0	0	0
HCC1395	183	MTOR	28	0	0	0
NCI-H1299	91	MTOR	28	0	0	0
COLO-205	123	MTOR	28	3	0.107142857142857	0.024390243902439
UM-UC-3	196	MTOR	28	0	0	0
NCI-SNU-16	26	MTOR	28	0	0	0
BT-549	139	MTOR	28	0	0	0
NCI-H522	88	MTOR	28	0	0	0
Calu-6	87	MTOR	28	0	0	0
TCCSUP	193	MTOR	28	0	0	0
RT4	27	MTOR	28	0	0	0
CAL-120	158	MTOR	28	0	0	0
DU-4475	125	MTOR	28	0	0	0
HCC1954	50	MTOR	28	0	0	0
NCI-H2085	90	MTOR	28	0	0	0
HCC1937	139	MTOR	28	0	0	0
LS-513	123	MTOR	28	3	0.107142857142857	0.024390243902439
HCC1569	52	MTOR	28	0	0	0
NCI-H1975	91	MTOR	28	0	0	0
MFM-223	138	MTOR	28	0	0	0
Calu-3	57	MTOR	28	0	0	0
BFTC-905	186	MTOR	28	0	0	0
J82	195	MTOR	28	0	0	0
C32	76	MTOR	28	2	0.0714285714285714	0.0263157894736842
T47D	365	MTOR	28	0	0	0
NCI-H2228	85	MTOR	28	0	0	0
A549	87	MTOR	28	0	0	0
BT-474	435	MTOR	28	0	0	0
NCI-H3122	70	MTOR	28	0	0	0
MDA-MB-157	190	MTOR	28	0	0	0
SW900	87	MTOR	28	0	0	0
UACC-812	340	MTOR	28	0	0	0
KU-19-19	68	MTOR	28	0	0	0
BT-20	192	MTOR	28	0	0	0
MDA-MB-436	187	MTOR	28	0	0	0
RKO	63	MTOR	28	2	0.0714285714285714	0.0317460317460317
M14	129	MTOR	28	0	0	0
T-24	188	MTOR	28	0	0	0
NCI-H2291	89	MTOR	28	0	0	0
SW837	104	MTOR	28	3	0.107142857142857	0.0288461538461538
MDA-MB-415	52	MTOR	28	0	0	0
VCaP	29	MTOR	28	0	0	0
MDA-MB-453	188	MTOR	28	0	0	0
HCC1143	136	MTOR	28	0	0	0
HCC70	180	MTOR	28	0	0	0
CAL-51	140	MTOR	28	0	0	0
22RV1	26	MTOR	28	0	0	0
HCC1806	140	MTOR	28	0	0	0
HT-1197	168	MTOR	28	0	0	0
KATOIII	27	Carboplatin	73	0	0	0
Hs-578-T	127	Carboplatin	73	0	0	0
CAMA-1	427	Carboplatin	73	1	0.0136986301369863	0.00234192037470726
MDA-MB-361	451	Carboplatin	73	1	0.0136986301369863	0.00221729490022173
NCI-H23	85	Carboplatin	73	2	0.0273972602739726	0.0235294117647059
SW780	181	Carboplatin	73	0	0	0
SW48	124	Carboplatin	73	0	0	0
MDA-MB-175-VII	88	Carboplatin	73	0	0	0
HT-1376	170	Carboplatin	73	0	0	0
CAL-148	138	Carboplatin	73	0	0	0
KMS-11	19	Carboplatin	73	0	0	0
VM-CUB-1	128	Carboplatin	73	0	0	0
DMS-114	110	Carboplatin	73	3	0.0410958904109589	0.0272727272727273
SW948	95	Carboplatin	73	0	0	0
HCC1187	189	Carboplatin	73	0	0	0
NCI-H520	111	Carboplatin	73	2	0.0273972602739726	0.018018018018018
HCC38	137	Carboplatin	73	0	0	0
MDA-MB-231	140	Carboplatin	73	0	0	0
NCI-H226	79	Carboplatin	73	3	0.0410958904109589	0.0379746835443038
SW620	106	Carboplatin	73	0	0	0
HCC1500	375	Carboplatin	73	0	0	0
MDA-MB-468	181	Carboplatin	73	1	0.0136986301369863	0.00552486187845304
NCI-H358	91	Carboplatin	73	3	0.0410958904109589	0.032967032967033
HT-29	84	Carboplatin	73	0	0	0
EVSA-T	35	Carboplatin	73	1	0.0136986301369863	0.0285714285714286
647-V	191	Carboplatin	73	0	0	0
NCI-H747	110	Carboplatin	73	0	0	0
NCI-H1437	89	Carboplatin	73	3	0.0410958904109589	0.0337078651685393
HCC1428	136	Carboplatin	73	0	0	0
NCI-H1703	118	Carboplatin	73	3	0.0410958904109589	0.0254237288135593
HCC1419	262	Carboplatin	73	1	0.0136986301369863	0.00381679389312977
NCI-H838	84	Carboplatin	73	3	0.0410958904109589	0.0357142857142857
NCI-H2170	77	Carboplatin	73	2	0.0273972602739726	0.025974025974026
HCT-116	63	Carboplatin	73	0	0	0
NCI-H1563	65	Carboplatin	73	2	0.0273972602739726	0.0307692307692308
NCI-H1793	91	Carboplatin	73	3	0.0410958904109589	0.032967032967033
MCF7	404	Carboplatin	73	1	0.0136986301369863	0.00247524752475248
HCC1395	183	Carboplatin	73	0	0	0
NCI-H1299	91	Carboplatin	73	3	0.0410958904109589	0.032967032967033
COLO-205	123	Carboplatin	73	0	0	0
UM-UC-3	196	Carboplatin	73	0	0	0
NCI-SNU-16	26	Carboplatin	73	0	0	0
BT-549	139	Carboplatin	73	0	0	0
NCI-H522	88	Carboplatin	73	3	0.0410958904109589	0.0340909090909091
Calu-6	87	Carboplatin	73	3	0.0410958904109589	0.0344827586206897
TCCSUP	193	Carboplatin	73	0	0	0
RT4	27	Carboplatin	73	0	0	0
CAL-120	158	Carboplatin	73	0	0	0
DU-4475	125	Carboplatin	73	0	0	0
HCC1954	50	Carboplatin	73	1	0.0136986301369863	0.02
NCI-H2085	90	Carboplatin	73	3	0.0410958904109589	0.0333333333333333
HCC1937	139	Carboplatin	73	0	0	0
LS-513	123	Carboplatin	73	0	0	0
HCC1569	52	Carboplatin	73	1	0.0136986301369863	0.0192307692307692
NCI-H1975	91	Carboplatin	73	3	0.0410958904109589	0.032967032967033
MFM-223	138	Carboplatin	73	0	0	0
Calu-3	57	Carboplatin	73	1	0.0136986301369863	0.0175438596491228
BFTC-905	186	Carboplatin	73	0	0	0
J82	195	Carboplatin	73	0	0	0
C32	76	Carboplatin	73	0	0	0
T47D	365	Carboplatin	73	0	0	0
NCI-H2228	85	Carboplatin	73	3	0.0410958904109589	0.0352941176470588
A549	87	Carboplatin	73	3	0.0410958904109589	0.0344827586206897
BT-474	435	Carboplatin	73	1	0.0136986301369863	0.00229885057471264
NCI-H3122	70	Carboplatin	73	2	0.0273972602739726	0.0285714285714286
MDA-MB-157	190	Carboplatin	73	1	0.0136986301369863	0.00526315789473684
SW900	87	Carboplatin	73	3	0.0410958904109589	0.0344827586206897
UACC-812	340	Carboplatin	73	0	0	0
KU-19-19	68	Carboplatin	73	0	0	0
BT-20	192	Carboplatin	73	1	0.0136986301369863	0.00520833333333333
MDA-MB-436	187	Carboplatin	73	1	0.0136986301369863	0.0053475935828877
RKO	63	Carboplatin	73	0	0	0
M14	129	Carboplatin	73	0	0	0
T-24	188	Carboplatin	73	0	0	0
NCI-H2291	89	Carboplatin	73	2	0.0273972602739726	0.0224719101123595
SW837	104	Carboplatin	73	0	0	0
MDA-MB-415	52	Carboplatin	73	1	0.0136986301369863	0.0192307692307692
VCaP	29	Carboplatin	73	0	0	0
MDA-MB-453	188	Carboplatin	73	1	0.0136986301369863	0.00531914893617021
HCC1143	136	Carboplatin	73	0	0	0
HCC70	180	Carboplatin	73	1	0.0136986301369863	0.00555555555555556
CAL-51	140	Carboplatin	73	0	0	0
22RV1	26	Carboplatin	73	0	0	0
HCC1806	140	Carboplatin	73	0	0	0
HT-1197	168	Carboplatin	73	0	0	0
KATOIII	27	Chloroquine	150	1	0.00666666666666667	0.037037037037037
Hs-578-T	127	Chloroquine	150	0	0	0
CAMA-1	427	Chloroquine	150	9	0.06	0.0210772833723653
MDA-MB-361	451	Chloroquine	150	15	0.1	0.0332594235033259
NCI-H23	85	Chloroquine	150	0	0	0
SW780	181	Chloroquine	150	1	0.00666666666666667	0.00552486187845304
SW48	124	Chloroquine	150	0	0	0
MDA-MB-175-VII	88	Chloroquine	150	2	0.0133333333333333	0.0227272727272727
HT-1376	170	Chloroquine	150	0	0	0
CAL-148	138	Chloroquine	150	0	0	0
KMS-11	19	Chloroquine	150	1	0.00666666666666667	0.0526315789473684
VM-CUB-1	128	Chloroquine	150	0	0	0
DMS-114	110	Chloroquine	150	1	0.00666666666666667	0.00909090909090909
SW948	95	Chloroquine	150	0	0	0
HCC1187	189	Chloroquine	150	4	0.0266666666666667	0.0211640211640212
NCI-H520	111	Chloroquine	150	1	0.00666666666666667	0.00900900900900901
HCC38	137	Chloroquine	150	0	0	0
MDA-MB-231	140	Chloroquine	150	0	0	0
NCI-H226	79	Chloroquine	150	0	0	0
SW620	106	Chloroquine	150	0	0	0
HCC1500	375	Chloroquine	150	11	0.0733333333333333	0.0293333333333333
MDA-MB-468	181	Chloroquine	150	3	0.02	0.0165745856353591
NCI-H358	91	Chloroquine	150	0	0	0
HT-29	84	Chloroquine	150	0	0	0
EVSA-T	35	Chloroquine	150	4	0.0266666666666667	0.114285714285714
647-V	191	Chloroquine	150	0	0	0
NCI-H747	110	Chloroquine	150	0	0	0
NCI-H1437	89	Chloroquine	150	0	0	0
HCC1428	136	Chloroquine	150	0	0	0
NCI-H1703	118	Chloroquine	150	1	0.00666666666666667	0.00847457627118644
HCC1419	262	Chloroquine	150	8	0.0533333333333333	0.0305343511450382
NCI-H838	84	Chloroquine	150	0	0	0
NCI-H2170	77	Chloroquine	150	0	0	0
HCT-116	63	Chloroquine	150	0	0	0
NCI-H1563	65	Chloroquine	150	0	0	0
NCI-H1793	91	Chloroquine	150	0	0	0
MCF7	404	Chloroquine	150	13	0.0866666666666667	0.0321782178217822
HCC1395	183	Chloroquine	150	3	0.02	0.0163934426229508
NCI-H1299	91	Chloroquine	150	0	0	0
COLO-205	123	Chloroquine	150	0	0	0
UM-UC-3	196	Chloroquine	150	0	0	0
NCI-SNU-16	26	Chloroquine	150	1	0.00666666666666667	0.0384615384615385
BT-549	139	Chloroquine	150	0	0	0
NCI-H522	88	Chloroquine	150	0	0	0
Calu-6	87	Chloroquine	150	0	0	0
TCCSUP	193	Chloroquine	150	0	0	0
RT4	27	Chloroquine	150	1	0.00666666666666667	0.037037037037037
CAL-120	158	Chloroquine	150	1	0.00666666666666667	0.00632911392405063
DU-4475	125	Chloroquine	150	0	0	0
HCC1954	50	Chloroquine	150	4	0.0266666666666667	0.08
NCI-H2085	90	Chloroquine	150	0	0	0
HCC1937	139	Chloroquine	150	0	0	0
LS-513	123	Chloroquine	150	0	0	0
HCC1569	52	Chloroquine	150	4	0.0266666666666667	0.0769230769230769
NCI-H1975	91	Chloroquine	150	0	0	0
MFM-223	138	Chloroquine	150	0	0	0
Calu-3	57	Chloroquine	150	0	0	0
BFTC-905	186	Chloroquine	150	0	0	0
J82	195	Chloroquine	150	0	0	0
C32	76	Chloroquine	150	0	0	0
T47D	365	Chloroquine	150	12	0.08	0.0328767123287671
NCI-H2228	85	Chloroquine	150	0	0	0
A549	87	Chloroquine	150	0	0	0
BT-474	435	Chloroquine	150	14	0.0933333333333333	0.032183908045977
NCI-H3122	70	Chloroquine	150	0	0	0
MDA-MB-157	190	Chloroquine	150	4	0.0266666666666667	0.0210526315789474
SW900	87	Chloroquine	150	0	0	0
UACC-812	340	Chloroquine	150	11	0.0733333333333333	0.0323529411764706
KU-19-19	68	Chloroquine	150	0	0	0
BT-20	192	Chloroquine	150	4	0.0266666666666667	0.0208333333333333
MDA-MB-436	187	Chloroquine	150	4	0.0266666666666667	0.0213903743315508
RKO	63	Chloroquine	150	0	0	0
M14	129	Chloroquine	150	0	0	0
T-24	188	Chloroquine	150	0	0	0
NCI-H2291	89	Chloroquine	150	0	0	0
SW837	104	Chloroquine	150	0	0	0
MDA-MB-415	52	Chloroquine	150	4	0.0266666666666667	0.0769230769230769
VCaP	29	Chloroquine	150	0	0	0
MDA-MB-453	188	Chloroquine	150	4	0.0266666666666667	0.0212765957446809
HCC1143	136	Chloroquine	150	0	0	0
HCC70	180	Chloroquine	150	4	0.0266666666666667	0.0222222222222222
CAL-51	140	Chloroquine	150	0	0	0
22RV1	26	Chloroquine	150	0	0	0
HCC1806	140	Chloroquine	150	0	0	0
HT-1197	168	Chloroquine	150	0	0	0
KATOIII	27	CSNK2A1_2	504	0	0	0
Hs-578-T	127	CSNK2A1_2	504	0	0	0
CAMA-1	427	CSNK2A1_2	504	3	0.00595238095238095	0.00702576112412178
MDA-MB-361	451	CSNK2A1_2	504	3	0.00595238095238095	0.00665188470066519
NCI-H23	85	CSNK2A1_2	504	20	0.0396825396825397	0.235294117647059
SW780	181	CSNK2A1_2	504	0	0	0
SW48	124	CSNK2A1_2	504	4	0.00793650793650794	0.032258064516129
MDA-MB-175-VII	88	CSNK2A1_2	504	0	0	0
HT-1376	170	CSNK2A1_2	504	0	0	0
CAL-148	138	CSNK2A1_2	504	0	0	0
KMS-11	19	CSNK2A1_2	504	0	0	0
VM-CUB-1	128	CSNK2A1_2	504	0	0	0
DMS-114	110	CSNK2A1_2	504	14	0.0277777777777778	0.127272727272727
SW948	95	CSNK2A1_2	504	2	0.00396825396825397	0.0210526315789474
HCC1187	189	CSNK2A1_2	504	3	0.00595238095238095	0.0158730158730159
NCI-H520	111	CSNK2A1_2	504	21	0.0416666666666667	0.189189189189189
HCC38	137	CSNK2A1_2	504	0	0	0
MDA-MB-231	140	CSNK2A1_2	504	0	0	0
NCI-H226	79	CSNK2A1_2	504	11	0.0218253968253968	0.139240506329114
SW620	106	CSNK2A1_2	504	5	0.00992063492063492	0.0471698113207547
HCC1500	375	CSNK2A1_2	504	0	0	0
MDA-MB-468	181	CSNK2A1_2	504	1	0.00198412698412698	0.00552486187845304
NCI-H358	91	CSNK2A1_2	504	21	0.0416666666666667	0.230769230769231
HT-29	84	CSNK2A1_2	504	0	0	0
EVSA-T	35	CSNK2A1_2	504	3	0.00595238095238095	0.0857142857142857
647-V	191	CSNK2A1_2	504	0	0	0
NCI-H747	110	CSNK2A1_2	504	5	0.00992063492063492	0.0454545454545455
NCI-H1437	89	CSNK2A1_2	504	21	0.0416666666666667	0.235955056179775
HCC1428	136	CSNK2A1_2	504	0	0	0
NCI-H1703	118	CSNK2A1_2	504	21	0.0416666666666667	0.177966101694915
HCC1419	262	CSNK2A1_2	504	3	0.00595238095238095	0.0114503816793893
NCI-H838	84	CSNK2A1_2	504	21	0.0416666666666667	0.25
NCI-H2170	77	CSNK2A1_2	504	19	0.0376984126984127	0.246753246753247
HCT-116	63	CSNK2A1_2	504	4	0.00793650793650794	0.0634920634920635
NCI-H1563	65	CSNK2A1_2	504	18	0.0357142857142857	0.276923076923077
NCI-H1793	91	CSNK2A1_2	504	21	0.0416666666666667	0.230769230769231
